Document,Paragraph,Original,Revised,Reason,Source
Jorge Stage 2 manuscript - Sep 8 JC.docx,P042,"Global environmental change alters species traits such as body size and metabolic rate, and by extension, population biomasses and trophic positions in food webs27,28.  This results in trophic links between species varying with environmental conditions, and across space and time1,3. While we are yet to fully understand the interplay among environmental stressors, species traits and the complex interactions in ecosystems, machine learning can provide a powerful tool to decipher the underlying principles that govern trophic link assembly, particularly when the quantity and resolution of food web data is increasing exponentially. Here, we have demonstrated how the previously unexplored richness in the organisational patterns of food web substructure can be automatically retrieved by the WLNM technique without any prior assumptions22. We made two main modifications to WLNM to ensure the model suit our ecological application. Firstly, unlike the original model, links are encoded so that the resource to consumer energy-transfer direction is preserved, clearly distinguishing the role of an energy source from that of an energy receiver. Secondly, rather than treating all unobserved directed pairs as equivalent negatives, we prioritised more reliable negative examples using negative sampling based on trophic roles and applied a hybrid random top-up only when the restricted pool was insufficient11. We evaluated our model’s ability to perform link prediction whereby 90% of the observed data is used for training, and found that the model is accurate in recovering the 10% holdout links with high precision and TSS scores, and low error rate. In addition, unlike other link prediction methods4, our model is not sensitive to food web size and connectance. Furthermore, our approach can be utilised to construct whole food webs with realistic food web properties using as little as 60% of the original trophic links, demonstrating the enormous scope for using machine learning techniques to capitalise on existing food web data and developing novel ways for web construction11. ","Global environmental change alters species traits such as body size and metabolic rate, and by extension, population biomasses and trophic positions in food webs27,28.  This results in trophic links between species varying with environmental conditions, and across space and time1,3. While we are yet to fully understand the interplay among environmental stressors, species traits and the complex interactions in ecosystems, machine learning can provide a powerful tool to decipher the underlying principles that govern trophic link assembly, particularly when the quantity and resolution of food web data is increasing exponentially. Here, we have demonstrated how the previously unexplored richness in the organisational patterns of food web substructure can be automatically retrieved by the WLNM technique using structural features22. We made two main modifications to WLNM to ensure the model suit our ecological application. Firstly, unlike the original model, links are encoded so that the resource to consumer energy-transfer direction is preserved, clearly distinguishing the role of an energy source from that of an energy receiver. Secondly, rather than treating all unobserved directed pairs as equivalent negatives, we prioritised more reliable negative examples using negative sampling based on trophic roles and applied a hybrid random top-up only when the restricted pool was insufficient11. We evaluated our model’s ability to perform link prediction whereby 90% of the observed data is used for training, and found high precision with moderate recall and TSS when recovering the 10% holdout links. In addition, unlike other link prediction methods4, the associations with food-web size and connectance were generally weak and metric-specific. Furthermore, our approach produced partial reconstructions from 60% of the original trophic links, with systematic differences in several ecological properties, demonstrating the enormous scope for using machine learning techniques to capitalise on existing food web data and developing novel ways for web construction11. The weighted-encoding masking limitation described in Methods requires further validation before the reported predictive performance can be attributed entirely to the surrounding subgraph structure. ",Evitar afirmar ausencia de supuestos cuando el muestreo usa clases tróficas. | Alinear la interpretación con las métricas verificadas. | Evitar afirmar invariancia ante asociaciones detectadas. | Alinear la discusión con Wilcoxon y el universo muestreado. | Declarar una limitación de la implementación sin cambiar los experimentos.,"src/matlab/wlnm_version_runners/wlnm_dir_neg/sample_neg_dir_neg.m:224-232 | verified_values/predictive_summary.csv | verified_values/regressions.csv | verified_values/ecological_wilcoxon.csv; src/matlab/wlnm_version_runners/wlnm_dir_neg/WLNM_dir_neg.m:199-245 | graph2vector_dir_neg.m:169-198,263-285; isolated MATLAB encoding check (verification_notes.md)"
Jorge Stage 2 manuscript - Sep 8 JC.docx,P044,"Our approach currently only uses patterns embedded in substructures when determining whether a link exists between two nodes. Trophic links are governed by allometric scaling of consumer and resource bodymass ratio and other factors each as environmental conditions16. Hence, a natural extension of our model will be to incorporate both attributes associated with node, such as species body mass, and those associated with links, such as temperature, to significantly enrich both the model training process and ecological realism. Furthermore, the rapid development of environmental DNA (eDNA) analysis provides an efficient, comprehensive, and sustainable means to sample biodiversity in a ubiquitous way. Sequencing data can be combined with ecological and environmental datasets, such as abundance data, and climatic and remote sensing data, via a multi-modal machine learning approach to advance and accelerate the way we conduct bioassessment and forecasts in ecology. ","The classifier inputs encode substructural patterns, while trophic-role information is used to select negative examples. Trophic links are governed by allometric scaling of consumer and resource bodymass ratio and other factors each as environmental conditions16. Hence, a natural extension of our model will be to incorporate both attributes associated with node, such as species body mass, and those associated with links, such as temperature, to significantly enrich both the model training process and ecological realism. Furthermore, the rapid development of environmental DNA (eDNA) analysis provides an efficient, comprehensive, and sustainable means to sample biodiversity in a ubiquitous way. Sequencing data can be combined with ecological and environmental datasets, such as abundance data, and climatic and remote sensing data, via a multi-modal machine learning approach to advance and accelerate the way we conduct bioassessment and forecasts in ecology. ",Distinguir los atributos usados en el muestreo de las características de entrada.,src/matlab/wlnm_version_runners/wlnm_dir_neg/WLNM_dir_neg.m:75-108
Jorge Stage 2 manuscript - Sep 8 JC.docx,P050,"The GlobAl daTabasE of traits and food Web Architecture (GATEWAy) v1.0 31 is a global compilation of 290 food webs containing 222,151 feeding links among 5,736 species, distributed across 5 ecosystem types: lakes, streams, marine, terrestrial aboveground, and terrestrial belowground. The database includes species- and interaction-level information relevant to trophic structure, including taxonomy, body mass, metabolic type, movement type, interaction type, interaction dimensionality, ecosystem type, and geographic information. In this study, each food web was represented as a directed, unweighted adjacency matrix. Rows represent resource taxa and columns represent consumer taxa, and an entry Aij=1 means that resource taxon i is consumed by consumer taxon j, whereas Aij=0  means that this interaction is not recorded in the empirical matrix. Under this convention, the directed pair i⟶j represents resource to consumer energy transfer from the consumed taxon i to the consuming taxon j. All candidate links, positive examples and sampled negative examples were therefore formulated in this resource to consumer direction.","The GlobAl daTabasE of traits and food Web Architecture (GATEWAy) v1.0 31 is a global compilation reported to contain 290 food webs, 222,151 feeding links and 5,736 species, distributed across 5 ecosystem types: lakes, streams, marine, terrestrial aboveground, and terrestrial belowground. The database includes species- and interaction-level information relevant to trophic structure, including taxonomy, body mass, metabolic type, movement type, interaction type, interaction dimensionality, ecosystem type, and geographic information. In this study, each food web was represented as a directed, unweighted adjacency matrix, and self-loops were removed before train–test splitting and calculation of network properties. Rows represent resource taxa and columns represent consumer taxa, and an entry Aij=1 means that resource taxon i is consumed by consumer taxon j, whereas Aij=0  means that this interaction is not recorded in the empirical matrix. Under this convention, the directed pair i⟶j represents resource to consumer energy transfer from the consumed taxon i to the consuming taxon j. All candidate links, positive examples and sampled negative examples were therefore formulated in this resource to consumer direction.",Distinguir las cifras de la compilación publicada de las matrices procesadas. | Describir el preprocesamiento efectivo.,https://www.nature.com/articles/s41559-019-0899-x; reference 31 | src/matlab/wlnm_version_runners/wlnm_dir_neg/DivideNet_dir_neg.m:48-51; src/matlab/metrics/compute_foodweb_metrics.m:54-66
Jorge Stage 2 manuscript - Sep 8 JC.docx,P055,"For each candidate resource–consumer pair, the first step is to extract a directed enclosing subgraph (Fig. 1b). An enclosing subgraph is the local network centred on the two focal taxa (Fig. 1b). It begins with the candidate resource and consumer and then expands through neighbouring taxa until a fixed subgraph size K is reached or no additional neighbouring taxa are available (Fig. 1b). In the original WLNM formulation, K defines the number of vertices retained in each enclosing subgraph, allowing all candidate links to be represented by fixed-size inputs for the neural network. If the expansion produces more than K taxa, the nodes are ordered first and the lowest-ranked nodes are removed; if fewer than K taxa are available, the subgraph is padded with isolated dummy nodes, with no incoming or outgoing trophic links, so that all inputs have the same dimensionality. ","For each candidate resource–consumer pair, the first step is to extract a directed enclosing subgraph (Fig. 1c). An enclosing subgraph is the local network centred on the two focal taxa (Fig. 1c). It begins with the candidate resource and consumer and then expands through neighbouring taxa for at most two expansion steps, stopping when the subgraph size K is reached or no additional neighbouring taxa are available (Fig. 1c). In the original WLNM formulation, K defines the number of vertices retained in each enclosing subgraph, allowing all candidate links to be represented by fixed-size inputs for the neural network. In the implemented directed workflow, excess taxa are truncated to the first K encountered before canonical relabelling. If fewer than K taxa are available, the final vector is padded with zeros to obtain the required input length. ",Actualizar el panel de extracción de subgrafos. | Añadir el límite de expansión implementado. | Corregir el orden de truncamiento y el lugar donde se realiza el relleno.,Tables and Figures Figure 1 caption: panel c | src/matlab/wlnm_version_runners/wlnm_dir_neg/graph2vector_dir_neg.m:124-155 | src/matlab/wlnm_version_runners/wlnm_dir_neg/graph2vector_dir_neg.m:152-198
Jorge Stage 2 manuscript - Sep 8 JC.docx,P057,"The extracted subgraph is then assigned initial WL colours based on distance from the focal interaction24. The two focal taxa receive the smallest initial labels because they define the centre of the candidate interaction (Fig. 1c). Taxa closer to the focal pair receive lower labels than taxa farther away, so the initial ordering preserves the local structure around the candidate link (Fig. 1c). This labelling step is essential because WLNM converts each enclosing subgraph into a matrix representation; therefore, nodes must be placed in comparable matrix positions according to their structural roles around the focal interaction.","The extracted subgraph is then assigned initial WL colours from the geometric mean of the shortest-path distances to the two focal taxa24. In the implementation used here, these distances are calculated on an undirected graph constructed from the upper triangle of the binary subgraph adjacency matrix (Fig. 1d). This labelling step provides initial structural classes for subsequent refinement and matrix ordering. ",Describir la inicialización implementada sin atribuirle distancias dirigidas ni posiciones focales garantizadas.,src/matlab/wlnm_version_runners/wlnm_dir_neg/graph2vector_dir_neg.m:287-304
Jorge Stage 2 manuscript - Sep 8 JC.docx,P059,"After initial colouring, WL refinement is applied to obtain a canonical node ordering24. In this step, each node updates its label by referring to information from neighbouring nodes, so the final labels encode both distance from the candidate interaction and local structural role. Nodes with similar roles in different enclosing subgraphs are therefore assigned similar positions in the ordered representation (Fig. 1d). In the original WLNM, this ordering is achieved using Palette-WL, which preserves the initial distance-based order while refining node labels according to local topology. In the directed adaptation used here, the same principle is retained, but the direction of trophic links is preserved throughout the refinement and encoding process. The focal resource and consumer remain in the first two positions, while the remaining taxa are ordered according to their refined structural labels (Fig. 1d).","After initial colouring, WL refinement is applied to obtain a canonical node ordering24. In this step, each node updates its label by referring to information from neighbouring nodes, so the final labels encode both distance from the candidate interaction and local structural role. Nodes with similar roles in different enclosing subgraphs are therefore assigned similar positions in the ordered representation (Fig. 1d). In the original WLNM, this ordering is achieved using Palette-WL, which preserves the initial distance-based order while refining node labels according to local topology. In this adaptation, Palette-WL is applied to the subgraph adjacency matrix and the resulting classes are passed to the canonical-labelling routine (Fig. 1d). The canonical permutation is then applied to the weighted directed representation; the focal resource and consumer are not explicitly fixed to the first two positions.",Corregir las garantías atribuidas al reordenamiento canónico.,"src/matlab/wlnm_version_runners/wlnm_dir_neg/graph2vector_dir_neg.m:174-198,287-304; src/matlab/software/canon.m"
Jorge Stage 2 manuscript - Sep 8 JC.docx,P061,"The ordered subgraph is then converted into a fixed-size directed adjacency matrix (Fig. 1e). In the original undirected WLNM, the matrix can be represented using the upper triangular entries because the adjacency matrix is symmetric. In contrast, the directed version retains both directions between each pair of taxa, so the entry for taxon i to taxon j is treated separately from the entry for taxon j to taxon i (Fig. 1e). For a subgraph of size K, this produces up to K(K-1) directed entries before removing or masking the focal candidate interaction. With K=10, this corresponds to up to 90 possible directed entries. The candidate interaction itself is masked, meaning that the matrix entry corresponding to the focal resource-to-consumer edge is set to zero or excluded from the input representation. This prevents label leakage: the classifier cannot simply read whether the focal link is present in the empirical adjacency matrix, and must instead infer the likelihood of the interaction from the surrounding directed trophic structure.","The ordered subgraph is then represented by a weighted directed matrix (Fig. 1e). In the original undirected WLNM, the matrix can be represented using the upper triangular entries because the adjacency matrix is symmetric. In contrast, the directed version retains both directions between each pair of taxa, so the entry for taxon i to taxon j is treated separately from the entry for taxon j to taxon i (Fig. 1e). For a subgraph of size K, the off-diagonal entries are vectorised and zero-padded to a length of K(K-1), giving 90 features for K=10. Weights reflect the enclosing-subgraph expansion distances. The candidate interaction is set to zero in the binary subgraph used for canonical relabelling. However, the weighted matrix is constructed separately from the training adjacency matrix and only its first vector entry is replaced by machine epsilon. Consequently, removal of the focal interaction from the final weighted input is not guaranteed; this is a limitation of the evaluated implementation. ",Precisar que la entrada vectorizada es ponderada. | Describir el vector realmente construido y retirar la garantía no sustentada sobre enmascaramiento.,"src/matlab/wlnm_version_runners/wlnm_dir_neg/graph2vector_dir_neg.m:174-198,263-285 | src/matlab/wlnm_version_runners/wlnm_dir_neg/graph2vector_dir_neg.m:169-198,263-285; isolated MATLAB encoding check"
Jorge Stage 2 manuscript - Sep 8 JC.docx,P068,"The original WLNM recommends drawing twice as many negative links as positive links, so that each training set contained all observed positive links and 2×E sampled non-links22, as we have also adopted this strategy here. However, a central difficulty in food-web link prediction is that an unobserved interaction is not a confirmed absence: empirical food webs are typically incomplete, so many non-observed pairs may correspond to plausible but unsampled trophic links rather than genuine non-interactions4. Recent methodological guidance therefore recommends avoiding naïve treatment of all non-links as negatives, because false non-interactions can distort both training and evaluation in sparse ecological networks11,23. To address this, we constructed negative examples under ecological constraints derived from trophic roles. Here, basal taxa are defined as species with no recorded resources, top consumers as taxa with no recorded consumers, and intermediate taxa as species with both consumers and resources. Each species was assigned to one of these three broad role classes, and a negative link is defined as directed non-links u⟶v∉E belonging to that are ecologically implausible, such as interactions between two basal species or between two top consumers (Supplementary Fig. 2). Observed positive links and self-loops were excluded, and negative examples were not generated by simply reversing observed positive links.","The original WLNM recommends drawing twice as many negative links as positive links, and we adopted this target ratio22. For each repetition, negatives were sampled relative to the total number of usable positive links and then allocated between training and test sets in proportion to their positive-link counts. However, a central difficulty in food-web link prediction is that an unobserved interaction is not a confirmed absence: empirical food webs are typically incomplete, so many non-observed pairs may correspond to plausible but unsampled trophic links rather than genuine non-interactions4. Recent methodological guidance therefore recommends avoiding naïve treatment of all non-links as negatives, because false non-interactions can distort both training and evaluation in sparse ecological networks11,23. To address this, we constructed negative examples under ecological constraints derived from trophic roles. Here, basal taxa are defined as species with no recorded resources, top consumers as taxa with no recorded consumers, and intermediate taxa as species with both consumers and resources. Each species was assigned to one of these three broad role classes, and preferred negative links were defined as unobserved directed pairs matching the five trophic-role combinations listed below, including pairs of basal species and pairs of top consumers (Supplementary Fig. 2). Observed positive links and self-loops were excluded, and negative examples were not generated by simply reversing observed positive links.",Corregir la inclusión de todos los positivos en entrenamiento y precisar el reparto de negativos. | Corregir la definición incompleta de negativos elegibles.,src/matlab/wlnm_version_runners/wlnm_dir_neg/sample_neg_dir_neg.m:72-149 | src/matlab/wlnm_version_runners/wlnm_dir_neg/sample_neg_dir_neg.m:224-232
Jorge Stage 2 manuscript - Sep 8 JC.docx,P072,"The sampling procedure was hybrid. First, we constructed a pool of all valid directed non-links selected through negative sampling based on trophic roles. If this pool contained at least the required number of negatives, all negatives were sampled from it. If the pool was insufficient, all available trophic role based candidates were retained and only the remaining deficit was completed by random sampling from the full pool of valid directed non-links not already selected. This fallback therefore did not disable the trophic role filter; it preserved the maximum possible number of ecologically informed negatives while maintaining a constant negative to positive sampling ratio. With the expanded five combination definition, 207 of the 290 food webs had sufficient trophic role based candidates, while 83 required hybrid top-up.","The sampling procedure was hybrid. First, we constructed a pool of all valid directed non-links selected through negative sampling based on trophic roles. If this pool contained at least the required number of negatives, the required negatives were sampled uniformly without replacement from it. If the pool was insufficient, all available trophic role based candidates were retained and only the remaining deficit was completed by uniform sampling without replacement from the remaining valid directed non-links. This fallback therefore did not disable the trophic role filter; it preserved the maximum possible number of ecologically informed negatives while maintaining a constant negative to positive sampling ratio. Body mass was not used to define negative eligibility in these experiments. With the expanded five combination definition, 207 of the 290 food webs had sufficient trophic role based candidates, while 83 required hybrid top-up.",Precisar la estrategia dentro del conjunto elegible. | Precisar la estrategia de complemento. | Explicitar la configuración histórica de elegibilidad.,src/matlab/wlnm_version_runners/wlnm_dir_neg/sample_neg_dir_neg.m:312-339 | src/matlab/wlnm_version_runners/wlnm_dir_neg/sample_neg_dir_neg.m:325-339 | primary retention_manifest.json: source_manifest MassEligibilityEnabled=false
Jorge Stage 2 manuscript - Sep 8 JC.docx,P075,"Model performance was evaluated using the held-out test links for each food web, together with the corresponding sampled negative links generated by the negative-sampling procedure described above. For each train–test split, the positive class consisted of observed resource to consumer links withheld from training, and the negative class consisted of valid directed non-links selected through negative sampling based on trophic roles and, where necessary, completed by random top-up. This ensured that training and test sets used the same ecological definition of negative examples while preserving the target two negative per positive ratio. For each train–test split, the classifier produced a prediction score for each candidate resource–consumer pair, and performance was summarised using seven metrics that capture complementary aspects of binary classification: ROC-AUC, PR-AUC, F1, MCC, precision, recall and TSS.","Model performance was evaluated using the held-out test links for each food web, together with the corresponding sampled negative links generated by the negative-sampling procedure described above. For each train–test split, the positive class consisted of observed resource to consumer links withheld from training, and the negative class consisted of valid directed non-links selected through negative sampling based on trophic roles and, where necessary, completed by random top-up. This ensured that training and test sets used the same ecological definition of negative examples while preserving the target two negative per positive ratio. For each train–test split, the classifier produced a prediction score for each candidate resource–consumer pair, and performance was summarised using seven metrics that capture complementary aspects of binary classification: ROC-AUC, PR-AUC, F1, MCC, precision, recall and TSS. Classification used a fixed score threshold of 0.5. Each holdout condition was repeated 50 times with newly sampled train–test splits and experiment-specific pseudorandom seeds derived from a base seed of 12345; connectivity preservation and backbone constraints were disabled. Both training and test representations were extracted from the training graph. Evaluation covered withheld positive links and sampled test negatives, and did not enumerate all unobserved pairs. ",Completar el protocolo de evaluación y reproducibilidad realmente usado.,"primary retention_manifest.json; primary terminal logs; src/matlab/wlnm_version_runners/wlnm_dir_neg/run_wlnm_dir_neg.m:223-260,778-786; WLNM_dir_neg.m:105-109"
Jorge Stage 2 manuscript - Sep 8 JC.docx,P080,"We used an edge-based k-fold cross-validation scheme to test whether model performance was sensitive to fold granularity. For each food web, the observed directed positive links were randomly partitioned into k non-overlapping folds. In each cross-validation run, k-1 folds were used as training positives and the remaining fold was used as holdout test positives. Negative examples were generated independently within each fold and repetition using the negative-sampling procedure based on trophic roles with hybrid top-up. For both the training and test partitions, valid directed non-links selected through trophic role based sampling were prioritised; when this pool was insufficient, all trophic role based candidates were retained and only the deficit was completed from the full valid directed non-link pool. Sampled negatives did not overlap with observed positive links or self-loops. The model was then trained on the training partition and evaluated on the corresponding holdout fold. This procedure was repeated until each fold had been used once as the test fold. To reduce dependence on a single random partition of the observed links, the complete k-fold procedure was repeated 20 times for each food web and each value of k. For each food web, metric values were first averaged across folds within each repetition and then averaged across the 20 repetitions.","We used an edge-based k-fold cross-validation scheme to test whether model performance was sensitive to fold granularity. For each food web, the observed directed positive links were randomly partitioned into k non-overlapping folds. In each cross-validation run, k-1 folds were used as training positives and the remaining fold was used as holdout test positives. Negative examples were generated independently within each fold and repetition using the negative-sampling procedure based on trophic roles with hybrid top-up. For both the training and test partitions, valid directed non-links selected through trophic role based sampling were prioritised; when this pool was insufficient, all trophic role based candidates were retained and only the deficit was completed from the full valid directed non-link pool. Sampled negatives did not overlap with observed positive links or self-loops. The model was then trained on the training partition and evaluated on the corresponding holdout fold. This procedure was repeated until each fold had been used once as the test fold. For each food web and each value of k (3, 5 or 10), the positive-edge fold assignment was generated once with seed 12345 and held fixed across 20 repetitions of model fitting and negative sampling. Repetition seeds were 12345 + 1000f + e, where f is the fold index and e is the repetition index. Metric values were first averaged across a complete set of folds within each repetition. Tukey filtering was then applied across these repetition-level means, and each food web contributed the mean of its retained repetitions, provided at least 10 of 20 remained.",Corregir la descripción de particiones repetidas y documentar la agregación CV seguida de Tukey.,"src/matlab/wlnm_version_runners/wlnm_dir_neg_kfold/run_wlnm_dir_neg_kfold.m:45-47,128-129; docs/stats/apply_wlnm_tukey_retention.py:518-559; authorised CV retention_manifest.json"
Jorge Stage 2 manuscript - Sep 8 JC.docx,P083,"We compared food web properties between the empirical and pseudo food webs generated using 60% training data by referring to connectance, mean generality, mean vulnerability and mean trophic height32. For each empirical food web, WLNM generated 50 pseudo-web realisations whereby we obtained the average for each metric. ","We compared food web properties between the empirical and pseudo food webs generated using 60% training data by referring to connectance, mean generality, mean vulnerability and mean trophic height32. For each empirical food web, 50 pseudo-web realisations were constructed by retaining the training positives and adding test candidate links classified as positive at threshold 0.5. The empirical reference consisted of all observed off-diagonal links. Connectance was L/[S(S-1)], where L is the number of directed links and S the number of taxa. Mean generality was the mean number of resources among taxa with at least one resource; mean vulnerability was the mean number of consumers among taxa with at least one consumer. Mean trophic height was calculated using the NetworkX-compatible prey-averaged trophic-level formulation on the largest weakly connected component, including basal taxa at trophic level 1. Singular, ill-conditioned or otherwise invalid trophic-level estimates were excluded. ","Completar construcción de redes, denominadores y definición de altura trófica.","src/matlab/wlnm_version_runners/wlnm_dir_neg/WLNM_dir_neg.m:199-245; src/matlab/metrics/compute_foodweb_metrics.m:62-104,317-405; primary retention_manifest.json: resolved_metric_sources"
Jorge Stage 2 manuscript - Sep 8 JC.docx,P084,,"For predictive and ecological summaries, Tukey’s 1.5×IQR rule was applied independently within each food web, experimental condition and metric. Finite observations within the inclusive interval [Q1 − 1.5×IQR, Q3 + 1.5×IQR] were retained. A food-web metric was included only when at least 25 of the 50 runs remained; the retained values were then averaged. Retention was metric-specific. Across-food-web means and standard errors were calculated from these retained food-web means. Training-ratio plots show medians and interquartile ranges across food webs. Linear regressions related the retained predictive means at 90% training to untransformed node counts or empirical connectance. Ecological comparisons used two-sided paired Wilcoxon signed-rank tests across food webs, globally for each metric and separately within ecosystem types. Each difference was the post-filtering pseudo mean minus its paired empirical value, rounded to 12 decimal places. Zero differences were omitted, absolute-difference ties received average ranks, and no continuity correction was used; SciPy 1.18.0 selected the calculation method automatically. Unadjusted p-values were evaluated at α = 0.05. Effect size was the rank-biserial correlation (W+ − W−)/(W+ + W−), with positive values indicating larger pseudo-web values. These tests assess systematic paired differences and do not establish equivalence of empirical and reconstructed networks.","Añadir los procedimientos de filtrado, resumen, regresión y contraste utilizados para los resultados.","docs/stats/apply_wlnm_tukey_retention.py:368-379,606-730; week-33.ipynb cells a61182cc,f3eec4ae; week-32.ipynb cells 8c81ac4d,aad4b23a; verified_values/ecological_wilcoxon.csv"
Jorge Stage 2 Tables and Figures - Sep 8 JC.docx,P003,"Figure 1. Modified WLNM for link prediction in food webs. a The observed directed food web, containing positive links, is partitioned into training and test sets. b Negative links are generated using ecological constraints to define the eligible negative pool, from which negative links are sampled and partitioned into training and test sets. c A directed enclosing substructure around the focal pair is extracted while preserving the direction of their interactions. d The initially coloured subgraph is then refined using Palette-WL and canonically relabelled, producing a consistent node ordering for subsequent matrix encoding. e The ordered substructure is converted into a fixed-length vector representation, with the starred entry indicating the candidate matrix position associated with the focal link. The candidate interaction u→v is withheld from the input representation to avoid label leakage. f Encoded representation is used as input to a feed-forward neural network to estimate the score of the candidate interaction.","Figure 1. Modified WLNM for link prediction in food webs. a The observed directed food web, containing positive links, is partitioned into training and test sets. b Negative links are generated using ecological constraints to define the eligible negative pool, from which negative links are sampled and partitioned into training and test sets. c A directed enclosing substructure around the focal pair is extracted while preserving the direction of their interactions. d The initially coloured subgraph is then refined using Palette-WL and canonically relabelled, producing a consistent node ordering for subsequent matrix encoding. e The ordered substructure is converted into a fixed-length vector representation, with the entry marked by a question mark illustrating the focal-link position. The binary matrix and focal-node ordering are schematic. In the implementation, the focal interaction is removed from the binary subgraph used for relabelling; the weighted input is constructed separately, with the masking limitation described in Methods. f Encoded representation is used as input to a feed-forward neural network to estimate the score of the candidate interaction.",Alinear la explicación del esquema con la implementación verificada.,"src/matlab/wlnm_version_runners/wlnm_dir_neg/graph2vector_dir_neg.m:169-198,263-285"
Jorge Stage 2 Tables and Figures - Sep 8 JC.docx,P338,"Supplementary Figure 1. Directional information preserves trophic roles that are lost in undirected graphs. a A motif formed by one resource (green) and two consumers (blue) and the corresponding directed food-web matrix. b A motif formed by two resources and one consumer and the corresponding directed food-web matrix. c-d Undirected connection matrices for (a) and (b) respectively. Ignoring directionality led to identical connection matrices in both cases, which do not differentiate” a consumer from a resource.","Supplementary Figure 1. Directional information preserves trophic roles that are lost in undirected graphs. a A motif formed by one resource (green) and two consumers (blue) and the corresponding directed food-web matrix. b A motif formed by two resources and one consumer and the corresponding directed food-web matrix. c-d Undirected connection matrices for (a) and (b) respectively. Ignoring directionality makes the two motifs isomorphic, although their displayed adjacency matrices use different node orders; undirected links do not distinguish a resource from a consumer.",Distinguir isomorfismo de igualdad de matrices y describir los paneles que realmente se muestran.,"Supplementary Figure 1: original embedded image11.emf, internal PDF inspected visually"
Jorge Stage 2 Tables and Figures - Sep 8 JC.docx,P008,"Figure 2. Directed food-web matrix of a food web with link prediction results. Species are ordered in ascending order of body mass (from top to bottom and from left to right). Trophic interactions are categorized into those used for training (green diamonds), correctly identified by the predictor (true positives, blue circles), predicted but absent in the empirical food web (false positives, grey crosses) and observed links that have not been generated (false negatives, red squares). To keep the visualisation simple, negative samples and true negatives are not explicitly shown here. Species names and their body mass can be found in Supplementary Table 1. ","Figure 2. Directed food-web matrix of a food web with link prediction results. Species are ordered in ascending order of body mass (from top to bottom and from left to right). Trophic interactions are categorized into those used for training (green diamonds), correctly identified by the predictor (true positives, blue circles), predicted but absent in the empirical food web (false positives, grey crosses) and observed links that have not been generated (false negatives, red squares). To keep the visualisation simple, negative samples and true negatives are not explicitly shown here. Species names and their body mass can be found in Supplementary Table 1. The matrix shows the selected illustrative run at 60% training and a classification threshold of 0.5 (experiment 21), with 460 training positives, 284 true positives, 8 false positives and 24 false negatives. Selection minimised false negatives across 50 runs, with ties resolved by fewer false positives, higher F1 and higher MCC. ",Documentar el escenario y la selección de la ejecución representada.,week-32.ipynb cell a36a0f93; authorised Figure 2 RUN_MANIFEST.txt; verified_values/figure2.csv
Jorge Stage 2 Tables and Figures - Sep 8 JC.docx,P013,"Figure 3. Accuracy of the prediction of trophic links. Performance is reported for ROC-AUC, F1, MCC and Precision with a training ratio of 90% for the original WLNM (light colour) and the extended WLNM for ecological networks (dark colour). Boxplots show the median (centre lines), and preserved outliers (circles), with edges and whiskers representing the 25% and 75% quartiles, and the smallest and largest values of the data respectively, with n = 290 for each metric.","Figure 3. Accuracy of the prediction of trophic links. Performance is reported for ROC-AUC, F1, MCC and Precision with a training ratio of 90% for the original WLNM (light colour) and the extended WLNM for ecological networks (dark colour). Boxplots show the median (centre lines), and preserved outliers (circles), with edges and whiskers representing the 25% and 75% quartiles, and the most extreme observations within 1.5×IQR of the quartiles, respectively, with n = 290 for each metric. Each food web contributes one mean per metric after Tukey’s 1.5×IQR filtering, requiring at least 25 of 50 runs; classification used a threshold of 0.5. The seven-metric comparison is shown in Supplementary Figure 7.",Corregir la definición de bigotes de los diagramas de caja. | Documentar retención y relacionar las versiones principal y suplementaria.,"week-33.ipynb cells 65b4e60f,f3eec4ae; week-32.ipynb cells 5ee1bf7d,8c6a2ac3,26714dfc; boxplot default whis=1.5 | week-33.ipynb cell 65b4e60f; week-32.ipynb cell 5ee1bf7d"
